	lat	long	pressure	depth (m)	sigmat	Salinity	temp				oxygen (uM)	oxygen (ml/L)		
1914.691	15.76666	-105.00014	363.455	361	26.7035	34.653	9.9099	0.3585	3.48E-01	2.01E-02	-0.903	0.3169	0.0037	0.00E+00
1913.71	15.76666	-105.00014	364.463	362	26.7016	34.6508	9.9107	0.3585	3.46E-01	2.01E-02	-1.036	0.315	0.0037	0.00E+00
1912.833	15.76666	-105.00014	365.47	363	26.7035	34.6507	9.8992	0.3585	3.50E-01	1.99E-02	-1.043	0.315	0.0037	0.00E+00
1912.014	15.76666	-105.00014	366.478	364	26.7048	34.6499	9.8878	0.358	3.47E-01	2.00E-02	-0.894	0.3146	0.0037	0.00E+00
1911.213	15.76666	-105.00014	367.486	365	26.7083	34.6485	9.8609	0.3584	3.50E-01	2.00E-02	-0.99	0.312	0.0037	0.00E+00
1910.38	15.76666	-105.00014	368.494	366	26.7118	34.6477	9.8366	0.3585	3.43E-01	1.99E-02	-1.011	0.3152	0.0037	0.00E+00
1909.472	15.76666	-105.00014	369.501	367	26.7154	34.6464	9.809	0.3584	3.44E-01	1.99E-02	-0.966	0.312	0.0037	0.00E+00
1908.435	15.76666	-105.00014	370.509	368	26.7225	34.6453	9.7613	0.3585	3.45E-01	2.00E-02	-1.087	0.315	0.0037	0.00E+00
1907.067	15.76666	-105.00014	371.517	369	26.7226	34.6441	9.7556	0.358	3.47E-01	2.00E-02	-1.062	0.3146	0.0037	0.00E+00
1905.489	15.76666	-105.00014	372.525	370	26.726	34.6443	9.7362	0.3584	3.43E-01	1.97E-02	-0.987	0.3152	0.0037	0.00E+00
1904.14	15.76666	-105.00014	373.532	371	26.7215	34.6427	9.7559	0.3584	3.45E-01	1.97E-02	-0.987	0.3125	0.0043	0.00E+00
1903.094	15.76666	-105.00014	374.54	372	26.7212	34.6476	9.7801	0.3584	3.51E-01	1.99E-02	-0.97	0.317	0.0282	0.00E+00
1902.214	15.76666	-105.00014	375.548	373	26.7182	34.6437	9.7802	0.3584	3.51E-01	1.99E-02	-0.963	0.3128	0.0968	0.00E+00
1901.411	15.76666	-105.00014	376.555	374	26.7185	34.6426	9.7733	0.3584	3.51E-01	1.99E-02	-0.976	0.3131	0.0969	0.00E+00
1900.636	15.76666	-105.00014	377.563	375	26.7213	34.6424	9.7559	0.3584	3.55E-01	1.98E-02	-0.993	0.3151	0.0969	0.00E+00
1899.844	15.76666	-105.00014	378.571	376	26.7236	34.6409	9.7354	0.3585	3.50E-01	2.01E-02	-0.979	0.3215	0.0969	0.00E+00
1899.017	15.76666	-105.00014	379.578	377	26.7264	34.6402	9.7155	0.3585	3.53E-01	2.01E-02	-1.016	0.3208	0.0967	0.00E+00
1898.157	15.76666	-105.00014	380.586	378	26.7293	34.6393	9.6938	0.3584	3.48E-01	1.99E-02	-1.007	0.3146	0.0968	0.00E+00
1897.268	15.76666	-105.00014	381.594	379	26.7361	34.6392	9.6524	0.3582	3.48E-01	1.98E-02	-1.007	0.3108	0.0969	0.00E+00
1896.332	15.76666	-105.00014	382.602	380	26.7434	34.6369	9.5976	0.3581	3.49E-01	1.97E-02	-1.015	0.3099	0.0971	0.00E+00
1895.357	15.76666	-105.00014	383.609	381	26.7506	34.6359	9.5496	0.3582	3.52E-01	1.96E-02	-0.96	0.3138	0.0967	0.00E+00
1894.33	15.76666	-105.00014	384.618	382	26.7562	34.6325	9.4997	0.3581	3.43E-01	1.98E-02	-1.024	0.3138	0.0968	0.00E+00
1893.216	15.76667	-105.00014	385.625	383	26.7652	34.6317	9.4411	0.3578	3.49E-01	1.98E-02	-0.988	0.3073	0.097	0.00E+00
1891.98	15.76668	-105.00014	386.633	384	26.7657	34.6301	9.4306	0.3581	3.48E-01	1.97E-02	-1.096	0.3092	0.097	0.00E+00
1890.583	15.76667	-105.00014	387.641	385	26.7661	34.6302	9.4286	0.3576	3.50E-01	1.99E-02	-0.984	0.3085	0.0967	0.00E+00
1889.205	15.76666	-105.00014	388.649	386	26.7658	34.6298	9.4287	0.3577	3.51E-01	1.97E-02	-0.968	0.3131	0.097	0.00E+00
1888.065	15.76666	-105.00014	389.657	387	26.7628	34.6286	9.4418	0.3575	3.52E-01	1.97E-02	-1.042	0.3137	0.0969	0.00E+00
1887.155	15.76666	-105.00014	390.664	388	26.7646	34.6301	9.4379	0.3576	3.52E-01	1.96E-02	-1.038	0.3115	0.0969	0.00E+00
1886.381	15.76666	-105.00014	391.672	389	26.7651	34.6294	9.4313	0.3576	3.51E-01	1.96E-02	-0.946	0.3124	0.0968	0.00E+00
1885.66	15.76666	-105.00014	392.68	390	26.766	34.6289	9.4234	0.3576	3.55E-01	1.97E-02	-0.998	0.3131	0.097	0.00E+00
1884.928	15.76666	-105.00014	393.688	391	26.7668	34.6284	9.4162	0.3574	3.46E-01	1.96E-02	-1.039	0.311	0.0967	0.00E+00
1884.124	15.76666	-105.00014	394.695	392	26.7695	34.6284	9.4003	0.3575	3.46E-01	1.97E-02	-0.995	0.3082	0.097	0.00E+00
1883.185	15.76666	-105.00014	395.703	393	26.7743	34.6275	9.3665	0.3579	3.55E-01	1.97E-02	-1.009	0.309	0.0968	0.00E+00
1881.989	15.76666	-105.00014	396.711	394	26.775	34.6245	9.348	0.3581	3.48E-01	1.98E-02	-1.009	0.3087	0.0971	0.00E+00
1880.734	15.76666	-105.00014	397.719	395	26.7771	34.627	9.3474	0.3578	3.47E-01	1.95E-02	-1.024	0.3095	0.0968	0.00E+00
1879.621	15.76666	-105.00014	398.727	396	26.773	34.6259	9.3672	0.3575	3.46E-01	1.96E-02	-0.978	0.3093	0.0967	0.00E+00
1878.644	15.76666	-105.00014	399.735	397	26.7723	34.6262	9.3732	0.3576	3.47E-01	1.96E-02	-1.016	0.3089	0.097	0.00E+00
1877.724	15.76666	-105.00014	400.743	398	26.7745	34.6266	9.3618	0.3579	3.49E-01	1.97E-02	-0.979	0.3085	0.0972	0.00E+00
1876.815	15.76666	-105.00014	401.75	399	26.7789	34.6258	9.3313	0.3583	3.43E-01	1.97E-02	-0.973	0.3096	0.0969	0.00E+00
1875.904	15.76666	-105.00014	402.758	400	26.7805	34.6246	9.3152	0.3578	3.50E-01	1.96E-02	-1.031	0.3108	0.097	0.00E+00
1874.973	15.76666	-105.00014	403.766	401	26.7807	34.6244	9.3133	0.3577	3.56E-01	1.95E-02	-1	0.3086	0.097	0.00E+00
1874.041	15.76666	-105.00014	404.774	402	26.7832	34.6233	9.2927	0.3576	3.54E-01	1.96E-02	-0.973	0.3088	0.0969	0.00E+00
1873.108	15.76666	-105.00014	405.782	403	26.7851	34.6224	9.2767	0.358	3.46E-01	1.96E-02	-1.038	0.3049	0.0616	0.00E+00
1872.114	15.76666	-105.00014	406.79	404	26.7896	34.6225	9.2496	0.3574	3.50E-01	1.96E-02	-1.071	0.3083	0.0037	0.00E+00
1870.972	15.76666	-105.00014	407.798	405	26.7909	34.6213	9.2361	0.3574	3.50E-01	1.96E-02	-1.022	0.3099	0.0037	0.00E+00
1869.62	15.76666	-105.00014	408.806	406	26.7895	34.6215	9.2451	0.3578	3.56E-01	1.95E-02	-1.004	0.3131	0.0037	0.00E+00
1868.263	15.76666	-105.00014	409.814	407	26.7865	34.6212	9.2629	0.3575	3.49E-01	1.96E-02	-1.001	0.3157	0.0037	0.00E+00
1867.167	15.76666	-105.00014	410.822	408	26.7866	34.6215	9.2638	0.3574	3.56E-01	1.95E-02	-1.048	0.3136	0.0037	0.00E+00
1866.261	15.76666	-105.00014	411.829	409	26.7883	34.6214	9.2533	0.3573	3.53E-01	1.95E-02	-0.971	0.3143	0.0037	0.00E+00
1865.434	15.76666	-105.00014	412.837	410	26.7891	34.6204	9.2432	0.3574	3.51E-01	1.96E-02	-1.065	0.3182	0.0037	0.00E+00
1864.613	15.76666	-105.00014	413.845	411	26.7911	34.6204	9.2307	0.3574	3.52E-01	1.95E-02	-1.036	0.3145	0.0037	0.00E+00
1863.726	15.76666	-105.00014	414.853	412	26.7918	34.6198	9.2235	0.3574	3.49E-01	1.95E-02	-1.041	0.3141	0.0037	0.00E+00
1862.756	15.76666	-105.00016	415.861	413	26.7925	34.6197	9.2193	0.3575	3.46E-01	1.95E-02	-0.983	0.3136	0.0037	0.00E+00
1861.758	15.76666	-105.00016	416.869	414	26.7929	34.6191	9.2136	0.3576	3.56E-01	1.95E-02	-1.013	0.3157	0.0037	0.00E+00
1860.796	15.76666	-105.00015	417.877	415	26.7932	34.6186	9.21	0.3579	3.55E-01	1.95E-02	-1.049	0.3138	0.0037	0.00E+00
1859.873	15.76666	-105.00014	418.885	416	26.7937	34.618	9.2037	0.3576	3.49E-01	1.95E-02	-1.031	0.3126	0.0037	0.00E+00
1858.946	15.76666	-105.00014	419.893	417	26.7955	34.6181	9.1934	0.3575	3.49E-01	1.96E-02	-0.981	0.3136	0.0036	0.00E+00
1857.985	15.76666	-105.00014	420.901	418	26.7976	34.6167	9.1737	0.3575	3.52E-01	1.95E-02	-1.023	0.3103	0.0037	0.00E+00
1856.997	15.76666	-105.00014	421.909	419	26.7984	34.6172	9.1709	0.3577	3.50E-01	1.95E-02	-0.994	0.3108	0.0037	0.00E+00
1855.986	15.76666	-105.00014	422.917	420	26.8007	34.615	9.1459	0.3577	3.49E-01	1.95E-02	-1.041	0.3126	0.0037	0.00E+00
1854.931	15.76668	-105.00014	423.925	421	26.8033	34.6136	9.1232	0.3575	3.55E-01	1.95E-02	-1.001	0.3119	0.0037	0.00E+00
1853.863	15.76668	-105.00014	424.933	422	26.8101	34.6134	9.0804	0.3577	3.58E-01	1.95E-02	-1.018	0.313	0.0037	0.00E+00
1852.715	15.76668	-105.00014	425.941	423	26.8143	34.6112	9.043	0.3579	3.53E-01	1.95E-02	-1.063	0.3117	0.0037	0.00E+00
1851.332	15.76668	-105.00014	426.949	424	26.8148	34.6104	9.0364	0.3577	3.52E-01	1.95E-02	-0.997	0.3125	0.0037	0.00E+00
1849.98	15.76667	-105.00014	427.957	425	26.816	34.6113	9.0329	0.3575	3.49E-01	1.95E-02	-1.036	0.3141	0.0037	0.00E+00
1848.871	15.76666	-105.00016	428.965	426	26.8125	34.6101	9.0494	0.358	3.49E-01	1.95E-02	-0.99	0.3147	0.0037	0.00E+00
1847.966	15.76666	-105.00016	429.973	427	26.811	34.6109	9.0625	0.3575	3.48E-01	1.95E-02	-1.002	0.314	0.0037	0.00E+00
1847.188	15.76666	-105.00016	430.981	428	26.8123	34.6104	9.0518	0.3574	3.57E-01	1.95E-02	-1.037	0.3123	0.0037	0.00E+00
1846.474	15.76666	-105.00016	431.989	429	26.8128	34.6093	9.0439	0.3574	3.55E-01	1.95E-02	-0.974	0.3107	0.0037	0.00E+00
1845.778	15.76666	-105.00016	432.997	430	26.8144	34.6086	9.0307	0.3574	3.48E-01	1.95E-02	-0.922	0.3108	0.0037	0.00E+00
1845.041	15.76666	-105.00016	434.005	431	26.8181	34.6083	9.006	0.3572	3.50E-01	1.95E-02	-1.047	0.3098	0.0037	0.00E+00
1844.209	15.76666	-105.00014	435.013	432	26.8243	34.6068	8.9596	0.3572	3.50E-01	1.95E-02	-1.11	0.3108	0.0029	0.00E+00
1843.214	15.76666	-105.00014	436.021	433	26.8258	34.6049	8.9405	0.3568	3.56E-01	1.95E-02	-1.056	0.313	0.04	0.00E+00
1842.063	15.76666	-105.00014	437.029	434	26.8286	34.6036	8.9167	0.3563	3.54E-01	1.95E-02	-0.997	0.3099	0.097	0.00E+00
1840.9	15.76668	-105.00014	438.037	435	26.8335	34.6024	8.88	0.3563	3.51E-01	1.95E-02	-1.059	0.3081	0.097	0.00E+00
1839.783	15.76668	-105.00014	439.045	436	26.8383	34.6007	8.8411	0.3563	3.50E-01	1.95E-02	-1.045	0.3124	0.0968	0.00E+00
1838.526	15.76668	-105.00014	440.053	437	26.8354	34.6008	8.8602	0.356	3.47E-01	1.95E-02	-1.018	0.312	0.0968	0.00E+00
1837.095	15.76667	-105.00014	441.061	438	26.8403	34.6003	8.8268	0.3562	3.50E-01	1.95E-02	-1.02	0.3108	0.0969	0.00E+00
1835.833	15.76666	-105.00014	442.069	439	26.8383	34.5994	8.8351	0.356	3.51E-01	1.95E-02	-1.02	0.3084	0.097	0.00E+00
1834.876	15.76666	-105.00015	443.077	440	26.8346	34.6	8.8611	0.3562	3.55E-01	1.95E-02	-1.016	0.3087	0.097	0.00E+00
1834.099	15.76666	-105.00016	444.085	441	26.835	34.5993	8.8551	0.3562	3.55E-01	1.95E-02	-0.958	0.3076	0.0969	0.00E+00
1833.405	15.76666	-105.00016	445.093	442	26.8373	34.5977	8.8328	0.3562	3.47E-01	1.95E-02	-0.986	0.3085	0.0969	0.00E+00
1832.734	15.76666	-105.00016	446.101	443	26.8388	34.597	8.8201	0.3556	3.45E-01	1.95E-02	-1.091	0.3069	0.0969	0.00E+00
1832.02	15.76666	-105.00016	447.109	444	26.8415	34.5968	8.8023	0.3563	3.47E-01	1.95E-02	-1.072	0.3081	0.097	0.00E+00
1831.208	15.76666	-105.00016	448.118	445	26.8463	34.5961	8.7683	0.3561	3.50E-01	1.95E-02	-0.924	0.3067	0.0969	0.00E+00
1830.217	15.76666	-105.00015	449.126	446	26.857	34.5951	8.6946	0.3555	3.50E-01	1.95E-02	-1.083	0.3094	0.097	0.00E+00
1829.035	15.76666	-105.00014	450.134	447	26.8631	34.5922	8.641	0.3556	3.47E-01	1.95E-02	-1.074	0.3078	0.0968	0.00E+00
1827.791	15.76666	-105.00014	451.142	448	26.8632	34.5921	8.6399	0.3556	3.44E-01	1.95E-02	-1.01	0.3072	0.097	0.00E+00
1826.59	15.76668	-105.00014	452.15	449	26.8672	34.5903	8.6052	0.3554	3.52E-01	1.95E-02	-1.04	0.3067	0.097	0.00E+00
1825.388	15.76668	-105.00016	453.158	450	26.8682	34.5899	8.597	0.3554	3.47E-01	1.95E-02	-1.024	0.3054	0.0967	0.00E+00
1824.125	15.76666	-105.00016	454.167	451	26.8696	34.5916	8.596	0.3559	3.47E-01	1.95E-02	-1.048	0.3055	0.097	0.00E+00
1822.928	15.76666	-105.00016	455.175	452	26.8664	34.59	8.6089	0.356	3.52E-01	1.95E-02	-1.006	0.3061	0.0968	0.00E+00
1821.929	15.76666	-105.00016	456.182	453	26.8647	34.5903	8.6214	0.3559	3.47E-01	1.95E-02	-1.006	0.3055	0.0969	0.00E+00
1821.086	15.76666	-105.00016	457.191	454	26.8667	34.5899	8.6064	0.3554	3.44E-01	1.95E-02	-1.026	0.3051	0.0971	0.00E+00
1820.311	15.76666	-105.00016	458.199	455	26.8671	34.5895	8.6024	0.3554	3.54E-01	1.95E-02	-1.03	0.3051	0.097	0.00E+00
1819.539	15.76666	-105.00016	459.207	456	26.8691	34.5887	8.5859	0.3553	3.49E-01	1.95E-02	-1.047	0.3058	0.0966	0.00E+00
1818.743	15.76666	-105.00016	460.215	457	26.8701	34.5884	8.5777	0.3553	3.48E-01	1.95E-02	-1.093	0.3057	0.0969	0.00E+00
1817.892	15.76666	-105.00016	461.223	458	26.8735	34.5878	8.5527	0.3556	3.46E-01	1.95E-02	-1.062	0.3063	0.0969	0.00E+00
1816.963	15.76666	-105.00016	462.231	459	26.8763	34.587	8.5306	0.3554	3.48E-01	1.95E-02	-1.03	0.308	0.0969	0.00E+00
1815.979	15.76666	-105.00016	463.239	460	26.8763	34.5865	8.5282	0.3553	3.47E-01	1.95E-02	-1.008	0.3107	0.0968	0.00E+00
1814.999	15.76666	-105.00016	464.248	461	26.8801	34.5852	8.4971	0.3552	3.49E-01	1.95E-02	-0.989	0.3097	0.097	0.00E+00
1813.995	15.76666	-105.00016	465.256	462	26.8828	34.5847	8.4766	0.3552	3.47E-01	1.95E-02	-1.05	0.3097	0.0966	0.00E+00
1812.921	15.76666	-105.00015	466.264	463	26.8894	34.5842	8.4312	0.3552	3.48E-01	1.95E-02	-1.062	0.3059	0.0278	0.00E+00
1811.527	15.76666	-105.00014	467.272	464	26.89	34.5829	8.4208	0.3549	3.51E-01	1.95E-02	-1.064	0.3099	0.0037	0.00E+00
1809.995	15.76666	-105.00015	468.28	465	26.8953	34.5822	8.3829	0.3546	3.46E-01	1.95E-02	-1.017	0.3108	0.0037	0.00E+00
1808.726	15.76666	-105.00016	469.289	466	26.8909	34.5813	8.4067	0.3551	3.46E-01	1.95E-02	-1.066	0.3104	0.0037	0.00E+00
1807.668	15.76666	-105.00016	470.297	467	26.8888	34.5802	8.4153	0.3551	3.52E-01	1.95E-02	-1.036	0.3103	0.0037	0.00E+00
1806.749	15.76666	-105.00016	471.305	468	26.8889	34.581	8.4187	0.3551	3.50E-01	1.95E-02	-1.037	0.3116	0.0037	0.00E+00
1805.933	15.76666	-105.00016	472.313	469	26.889	34.5813	8.4201	0.3552	3.49E-01	1.95E-02	-1.037	0.3107	0.0036	0.00E+00
1805.189	15.76666	-105.00016	473.321	470	26.89	34.5808	8.4102	0.3553	3.53E-01	1.95E-02	-0.989	0.3094	0.0037	0.00E+00
1804.476	15.76666	-105.00016	474.33	471	26.8921	34.5807	8.3961	0.3548	3.47E-01	1.95E-02	-0.979	0.3093	0.0037	0.00E+00
1803.765	15.76666	-105.00016	475.338	472	26.8936	34.5796	8.3815	0.3549	3.50E-01	1.95E-02	-1.064	0.3096	0.0037	0.00E+00
1803.039	15.76666	-105.00016	476.346	473	26.8972	34.5793	8.356	0.355	3.53E-01	1.95E-02	-1.12	0.3091	0.0037	0.00E+00
1802.275	15.76666	-105.00016	477.354	474	26.9052	34.5782	8.2976	0.3547	3.45E-01	1.95E-02	-1.058	0.3095	0.0037	0.00E+00
1801.377	15.76666	-105.00016	478.363	475	26.9113	34.5777	8.255	0.3546	3.52E-01	1.95E-02	-1.037	0.3105	0.0037	0.00E+00
1800.224	15.76666	-105.00016	479.371	476	26.912	34.5771	8.2473	0.3553	3.49E-01	1.94E-02	-1.038	0.3085	0.0037	0.00E+00
1798.446	15.76666	-105.00016	480.379	477	26.9117	34.5769	8.2485	0.355	3.50E-01	1.95E-02	-1.041	0.3103	0.0037	0.00E+00
1796.722	15.76666	-105.00016	481.387	478	26.9131	34.5766	8.2375	0.3549	3.52E-01	1.95E-02	-1.042	0.3101	0.0037	0.00E+00
1795.529	15.76666	-105.00016	482.396	479	26.9096	34.5761	8.2585	0.3552	3.47E-01	1.95E-02	-1.042	0.3113	0.0037	0.00E+00
1794.578	15.76666	-105.00016	483.404	480	26.9099	34.5762	8.2569	0.355	3.45E-01	1.94E-02	-1.018	0.3129	0.0037	0.00E+00
1793.749	15.76666	-105.00016	484.412	481	26.9092	34.5757	8.2594	0.3548	3.46E-01	1.93E-02	-1.038	0.3109	0.0037	0.00E+00
1792.983	15.76666	-105.00016	485.42	482	26.9101	34.5754	8.2518	0.3549	3.52E-01	1.94E-02	-1.086	0.3105	0.0037	0.00E+00
1792.255	15.76666	-105.00016	486.429	483	26.9115	34.575	8.2402	0.3543	3.53E-01	1.94E-02	-1.013	0.3104	0.0037	0.00E+00
1791.534	15.76666	-105.00016	487.437	484	26.9126	34.5748	8.2329	0.3548	3.52E-01	1.93E-02	-1.036	0.308	0.0037	0.00E+00
1790.764	15.76666	-105.00016	488.445	485	26.9144	34.5738	8.2149	0.3547	3.52E-01	1.95E-02	-1.085	0.3065	0.0037	0.00E+00
1789.901	15.76666	-105.00016	489.454	486	26.9169	34.5738	8.1987	0.3543	3.46E-01	1.95E-02	-1.044	0.3075	0.0036	0.00E+00
1788.882	15.76666	-105.00016	490.462	487	26.9257	34.5752	8.1472	0.3543	3.52E-01	1.94E-02	-1.019	0.3061	0.0037	0.00E+00
1787.707	15.76666	-105.00015	491.47	488	26.9289	34.5721	8.1101	0.3544	3.46E-01	1.94E-02	-1.074	0.3059	0.0037	0.00E+00
1786.511	15.76666	-105.00015	492.478	489	26.9334	34.5735	8.0879	0.3543	3.46E-01	1.95E-02	-1.045	0.3093	0.0037	0.00E+00
1785.349	15.76666	-105.00016	493.487	490	26.9425	34.5759	8.0389	0.3543	3.49E-01	1.95E-02	-1.047	0.3081	0.0037	0.00E+00
1784.177	15.76666	-105.00016	494.495	491	26.9406	34.5754	8.049	0.3541	3.49E-01	1.95E-02	-1.044	0.3101	0.0043	0.00E+00
1783.018	15.76666	-105.00016	495.503	492	26.9343	34.5685	8.0551	0.3543	3.44E-01	1.94E-02	-1.006	0.3094	0.0717	0.00E+00
1781.917	15.76666	-105.00016	496.512	493	26.9361	34.5662	8.0313	0.3545	3.52E-01	1.94E-02	-1.134	0.307	0.097	0.00E+00
1780.888	15.76666	-105.00016	497.52	494	26.9389	34.5685	8.0247	0.3544	3.50E-01	1.92E-02	-1.033	0.3051	0.0969	0.00E+00
1779.945	15.76666	-105.00016	498.529	495	26.9384	34.57	8.0359	0.3542	3.49E-01	1.94E-02	-1.054	0.3068	0.0971	0.00E+00
1779.082	15.76666	-105.00016	499.537	496	26.9405	34.5705	8.0241	0.354	3.49E-01	1.94E-02	-1.06	0.3037	0.0967	0.00E+00
1778.264	15.76666	-105.00016	500.545	497	26.9424	34.57	8.0092	0.3542	3.51E-01	1.94E-02	-1.003	0.3055	0.0967	0.00E+00
1777.451	15.76666	-105.00016	501.553	498	26.9457	34.5699	7.9869	0.3542	3.55E-01	1.93E-02	-1.015	0.3032	0.097	0.00E+00
1776.586	15.76666	-105.00016	502.562	499	26.9492	34.5698	7.9625	0.354	3.50E-01	1.94E-02	-1.086	0.3038	0.097	0.00E+00
1775.615	15.76666	-105.00016	503.57	500	26.95	34.5694	7.9552	0.3542	3.51E-01	1.95E-02	-1.06	0.3028	0.097	0.00E+00
1774.513	15.76666	-105.00016	504.579	501	26.9508	34.5693	7.9491	0.3541	3.48E-01	1.95E-02	-1.035	0.3034	0.0967	0.00E+00
1773.379	15.76666	-105.00016	505.587	502	26.9514	34.5688	7.9424	0.3545	3.50E-01	1.92E-02	-1.087	0.3032	0.0967	0.00E+00
1772.361	15.76666	-105.00016	506.595	503	26.9531	34.5689	7.9318	0.3538	3.48E-01	1.93E-02	-1.06	0.3028	0.0971	0.00E+00
1771.395	15.76666	-105.00016	507.603	504	26.9589	34.5699	7.8979	0.3541	3.49E-01	1.95E-02	-1.08	0.3016	0.0969	0.00E+00
1770.395	15.76666	-105.00016	508.612	505	26.9621	34.57	7.8769	0.3543	3.56E-01	1.94E-02	-1.054	0.3042	0.0969	0.00E+00
1769.249	15.76666	-105.00016	509.62	506	26.9617	34.5698	7.8788	0.3541	3.61E-01	1.92E-02	-1.055	0.3062	0.0973	0.00E+00
1767.968	15.76666	-105.00016	510.629	507	26.9599	34.5689	7.886	0.3542	3.47E-01	1.94E-02	-1.056	0.3038	0.0966	0.00E+00
1766.847	15.76666	-105.00016	511.637	508	26.9594	34.5689	7.8893	0.3542	3.56E-01	1.94E-02	-1.056	0.3054	0.097	0.00E+00
1765.93	15.76666	-105.00016	512.645	509	26.9593	34.5686	7.889	0.3543	3.52E-01	1.94E-02	-1.056	0.3069	0.0967	0.00E+00
1765.111	15.76666	-105.00016	513.654	510	26.9599	34.5686	7.8851	0.3542	3.48E-01	1.91E-02	-1.048	0.3045	0.0971	0.00E+00
1764.312	15.76666	-105.00016	514.662	511	26.962	34.5688	7.8715	0.3542	3.50E-01	1.93E-02	-1.042	0.3047	0.0968	0.00E+00
1763.439	15.76666	-105.00016	515.671	512	26.9645	34.5684	7.8522	0.3542	3.54E-01	1.92E-02	-1.054	0.3037	0.097	0.00E+00
1762.38	15.76666	-105.00016	516.679	513	26.9636	34.5672	7.8523	0.3543	3.54E-01	1.92E-02	-1.058	0.305	0.0972	0.00E+00
1761.245	15.76666	-105.00016	517.688	514	26.9636	34.5676	7.8547	0.3542	3.48E-01	1.92E-02	-1.089	0.3058	0.097	0.00E+00
1760.196	15.76666	-105.00016	518.696	515	26.9647	34.5671	7.8442	0.3542	3.57E-01	1.94E-02	-1.059	0.304	0.097	0.00E+00
1759.253	15.76666	-105.00016	519.705	516	26.9672	34.5671	7.8276	0.3539	3.51E-01	1.91E-02	-1.058	0.3069	0.0967	0.00E+00
1758.333	15.76666	-105.00016	520.713	517	26.9753	34.5672	7.7727	0.354	3.50E-01	1.92E-02	-1.058	0.3068	0.0969	0.00E+00
1757.326	15.76666	-105.00016	521.721	518	26.9812	34.5678	7.7358	0.3541	3.54E-01	1.93E-02	-1.083	0.3064	0.0966	0.00E+00
1756.152	15.76666	-105.00016	522.73	519	26.9797	34.5666	7.7392	0.3542	3.49E-01	1.91E-02	-1.012	0.307	0.0967	0.00E+00
1754.884	15.76666	-105.00016	523.738	520	26.9783	34.5665	7.7487	0.3539	3.48E-01	1.91E-02	-1.089	0.3061	0.0966	0.00E+00
1753.788	15.76666	-105.00016	524.747	521	26.9781	34.5667	7.751	0.3541	3.51E-01	1.91E-02	-1.037	0.2994	0.0879	0.00E+00
1752.876	15.76665	-105.00016	525.755	522	26.9789	34.5662	7.7434	0.3542	3.51E-01	1.94E-02	-1.071	0.3058	0.0037	0.00E+00
1752.042	15.76664	-105.00016	526.764	523	26.979	34.5657	7.7402	0.3541	3.50E-01	1.95E-02	-1.093	0.3063	0.0037	0.00E+00
1751.207	15.76664	-105.00016	527.772	524	26.9815	34.5658	7.7233	0.3542	3.52E-01	1.90E-02	-1.033	0.3066	0.0036	0.00E+00
1750.323	15.76664	-105.00016	528.781	525	26.9817	34.565	7.7178	0.3538	3.52E-01	1.92E-02	-1.082	0.3073	0.0037	0.00E+00
1749.346	15.76664	-105.00016	529.79	526	26.9817	34.5651	7.7181	0.3536	3.52E-01	1.91E-02	-1.082	0.306	0.0036	0.00E+00
1748.327	15.76664	-105.00016	530.798	527	26.983	34.5646	7.7071	0.3543	3.59E-01	1.90E-02	-1.064	0.305	0.0037	0.00E+00
1747.345	15.76665	-105.00016	531.806	528	26.9838	34.5646	7.7011	0.3532	3.57E-01	1.91E-02	-1.064	0.3073	0.0037	0.00E+00
1746.396	15.76666	-105.00016	532.815	529	26.987	34.5638	7.6751	0.3533	3.50E-01	1.91E-02	-1.064	0.3064	0.0037	0.00E+00
1745.449	15.76666	-105.00016	533.823	530	26.9912	34.5633	7.6436	0.3537	3.51E-01	1.91E-02	-1.065	0.3054	0.0037	0.00E+00
1744.392	15.76666	-105.00016	534.832	531	26.9947	34.563	7.6173	0.3534	3.54E-01	1.91E-02	-1.049	0.306	0.0037	0.00E+00
1742.94	15.76666	-105.00016	535.84	532	26.9974	34.5627	7.5973	0.3535	3.53E-01	1.90E-02	-1.063	0.3064	0.0037	0.00E+00
1741.406	15.76666	-105.00016	536.849	533	26.9967	34.5622	7.5993	0.3533	3.53E-01	1.91E-02	-1.077	0.3121	0.0037	0.00E+00
1740.267	15.76665	-105.00016	537.857	534	26.9913	34.5616	7.6341	0.3535	3.50E-01	1.93E-02	-1.085	0.3121	0.0037	0.00E+00
1739.392	15.76664	-105.00016	538.865	535	26.9936	34.5625	7.623	0.3537	3.55E-01	1.93E-02	-1.094	0.3134	0.0037	0.00E+00
1738.611	15.76664	-105.00016	539.874	536	26.9958	34.5621	7.6059	0.3533	3.58E-01	1.92E-02	-1.069	0.3107	0.0037	0.00E+00
1737.856	15.76664	-105.00016	540.883	537	26.9972	34.5617	7.5939	0.3533	3.55E-01	1.91E-02	-1.068	0.3101	0.0037	0.00E+00
1737.098	15.76664	-105.00016	541.892	538	26.9982	34.5614	7.5851	0.3533	3.58E-01	1.90E-02	-1.068	0.3074	0.0037	0.00E+00
1736.305	15.76664	-105.00016	542.9	539	26.9989	34.5611	7.5792	0.3531	3.51E-01	1.89E-02	-1.058	0.306	0.0037	0.00E+00
1735.465	15.76664	-105.00016	543.908	540	26.9997	34.561	7.5727	0.3532	3.55E-01	1.89E-02	-1.045	0.3066	0.0037	0.00E+00
