				depth		Salinity	Temp 							
1048.356	10.00002	-112.99996	70.41	70	24.7645	34.5659	18.7155	0.3555	2.12E+00	7.65E+00	26.753	1.6945	0.0011	0.00E+00
1050.321	10.00002	-112.99996	69.401	69	24.6713	34.5447	19.0193	0.3575	1.84E+00	8.29E+00	33.66	1.8359	0.0011	0.00E+00
1051.697	10.00004	-112.99996	68.403	68	24.5846	34.5238	19.2962	0.3574	1.65E+00	9.40E+00	34.187	1.9306	0.0012	0.00E+00
1054.369	10.00004	-112.99996	67.389	67	24.6238	34.5268	19.1519	0.3581	1.86E+00	1.06E+01	33.166	2.1183	0.0011	0.00E+00
1056.321	10.00004	-112.99996	66.383	66	24.5413	34.5208	19.4539	0.357	1.61E+00	1.14E+01	46.558	2.2607	0.0012	0.00E+00
1057.374	10.00004	-112.99996	65.383	65	24.3853	34.484	19.9455	0.3565	1.62E+00	1.26E+01	57.619	2.3422	0.0011	0.00E+00
1058.753	10.00004	-112.99996	64.379	64	24.2889	34.4553	20.2278	0.3604	2.01E+00	1.39E+01	52.678	2.5215	0.0011	0.00E+00
1061.115	10.00004	-112.99996	63.366	63	24.2351	34.4523	20.4185	0.3724	2.10E+00	1.50E+01	66.478	3.0047	0.001	0.00E+00
1062.67	10.00004	-112.99996	62.361	62	24.0976	34.4249	20.8566	0.3751	2.37E+00	1.60E+01	70.481	3.3898	0.0011	0.00E+00
1064.047	10.00004	-112.99996	61.358	61	24.1316	34.4348	20.7597	0.3651	2.53E+00	1.77E+01	60.766	3.6997	0.0011	0.00E+00
1066.468	10.00004	-112.99996	60.349	60	23.9191	34.3835	21.3815	0.3717	3.01E+00	2.04E+01	91.245	3.9917	0.0427	0.00E+00
1069.187	10.00004	-112.99996	59.335	59	23.56	34.2971	22.4516	0.3784	2.80E+00	2.25E+01	96.609	2.057	0.1071	0.00E+00
1070.144	10.00004	-112.99996	58.335	58	23.7859	34.3676	21.8364	0.3767	2.69E+00	2.46E+01	103.955	1.1334	0.1042	0.00E+00
1071.055	10.00004	-112.99996	57.339	57	23.5319	34.3021	22.5649	0.3811	2.84E+00	2.79E+01	111.297	0.9868	0.1043	0.00E+00
1072.143	10.00004	-112.99996	56.332	56	23.5112	34.3005	22.6331	0.3831	3.35E+00	3.10E+01	115.256	0.9167	0.1044	0.00E+00
1073.784	10.00004	-112.99995	55.322	55	23.434	34.2831	22.8577	0.3832	3.20E+00	3.33E+01	118.638	0.8811	0.1044	0.00E+00
1076.161	10.00004	-112.99994	54.316	54	23.3556	34.2679	23.0904	0.3888	3.05E+00	3.80E+01	121.77	0.8624	0.1045	0.00E+00
1079.079	10.00004	-112.99996	53.306	53	23.3018	34.2495	23.2285	0.3907	3.22E+00	4.30E+01	118.071	0.8532	0.1045	0.00E+00
1081.008	10.00004	-112.99995	52.301	52	23.4384	34.29	22.86	0.3902	3.58E+00	4.82E+01	115.819	0.8538	0.1046	0.00E+00
1082.641	10.00004	-112.99994	51.296	51	23.2999	34.2466	23.2264	0.3926	3.40E+00	5.20E+01	129.3	0.8555	0.1043	0.00E+00
1084.044	10.00004	-112.99994	50.289	50	23.0214	34.1377	23.8988	0.4015	3.32E+00	5.56E+01	139.161	0.9027	0.1043	0.00E+00
1085.301	10.00004	-112.99994	49.283	49	22.9023	34.102	24.2108	0.4035	3.17E+00	5.97E+01	149.489	0.9077	0.1044	0.00E+00
1086.575	10.00004	-112.99994	48.283	48	22.7271	34.0353	24.6289	0.4061	2.87E+00	6.47E+01	148.352	0.9152	0.1046	0.00E+00
1088.583	10.00004	-112.99994	47.275	47	22.5595	33.9804	25.0431	0.4052	2.07E+00	7.10E+01	170.708	0.9458	0.1044	0.00E+00
1093.613	10.00005	-112.99994	46.26	46	21.7375	33.7719	27.187	0.392	1.31E+00	7.91E+01	183.636	0.9486	0.1043	0.00E+00
1095.197	10.00004	-112.99994	45.254	45	22.0724	33.8694	26.3566	0.3904	1.20E+00	8.26E+01	185.741	0.9267	0.1043	0.00E+00
1096.064	10.00004	-112.99994	44.258	44	21.7774	33.8123	27.1544	0.3956	1.29E+00	8.92E+01	193.2	0.9112	0.1043	0.00E+00
1097.064	10.00004	-112.99994	43.259	43	21.6747	33.7843	27.4096	0.3947	1.19E+00	9.39E+01	192.582	0.9838	0.0856	0.00E+00
1105.052	10.00004	-112.99994	42.243	42	21.5106	33.7702	27.8851	0.3677	7.14E-01	9.92E+01	194.824	3.659	-0.0028	0.00E+00
1143.554	10.00004	-112.99994	41.243	41	21.5302	33.7793	27.8457	0.3675	6.14E-01	9.83E+01	195.832	3.8332	0.0065	0.00E+00
1355.095	10.00003	-112.99996	40.23	40	21.5043	33.7867	27.9427	0.3698	6.05E-01	6.65E+01	198.792	4.0291	0.001	0.00E+00
1355.948	10.00002	-112.99996	39.218	39	21.5046	33.7866	27.9413	0.3705	6.03E-01	7.50E+01	198.638	4.0274	0.001	0.00E+00
1356.941	10.00002	-112.99996	38.22	38	21.5044	33.7865	27.9415	0.3705	6.05E-01	8.22E+01	199.062	4.0273	0.0011	0.00E+00
1358.011	10.00002	-112.99996	37.217	37	21.5042	33.7865	27.9417	0.3697	6.07E-01	8.72E+01	198.37	4.0276	0.0011	0.00E+00
1359.507	10.00002	-112.99996	36.214	36	21.5044	33.7867	27.9413	0.3707	6.61E-01	9.40E+01	198.405	4.0277	0.0011	0.00E+00
1364.007	10.00002	-112.99996	35.192	35	21.5044	33.7867	27.9412	0.3694	6.32E-01	1.02E+02	198.443	4.028	0.0012	0.00E+00
1365.218	10.00002	-112.99996	34.195	34	21.5042	33.7865	27.941	0.3705	6.14E-01	1.23E+02	198.34	4.028	0.0011	0.00E+00
1366.299	10.00002	-112.99996	33.197	33	21.5041	33.7865	27.941	0.3714	6.03E-01	1.29E+02	198.873	4.0281	0.0204	0.00E+00
1368.348	10.00002	-112.99996	32.184	32	21.504	33.7865	27.9411	0.3704	6.26E-01	1.45E+02	198.662	2.9319	0.1053	0.00E+00
1370.445	10.00002	-112.99996	31.176	31	21.5036	33.7863	27.9416	0.3691	6.24E-01	1.46E+02	198.838	1.0137	0.1043	0.00E+00
1371.808	10.00002	-112.99996	30.175	30	21.5037	33.7863	27.9411	0.3733	6.48E-01	1.49E+02	198.706	0.8594	0.1044	0.00E+00
1373.693	10.00002	-112.99996	29.17	29	21.5036	33.7863	27.9412	0.3698	6.59E-01	1.76E+02	199.191	0.8	0.1044	0.00E+00
1376.74	10.00002	-112.99996	28.158	28	21.5034	33.7862	27.9412	0.3701	6.28E-01	1.89E+02	198.543	0.7684	0.1043	0.00E+00
1378.555	10.00002	-112.99996	27.15	27	21.5035	33.7862	27.9407	0.371	6.01E-01	2.21E+02	199.015	0.7641	0.1043	0.00E+00
1379.7	10.00002	-112.99996	26.153	26	21.5034	33.7862	27.9407	0.3717	6.29E-01	1.98E+02	198.885	0.7617	0.1044	0.00E+00
1381.751	10.00002	-112.99996	25.147	25	21.5034	33.7863	27.9407	0.3703	7.94E-01	2.04E+02	198.519	0.7575	0.1045	0.00E+00
1384.951	10.00002	-112.99996	24.13	24	21.5034	33.7865	27.9411	0.3721	5.84E-01	2.45E+02	198.355	0.7504	0.1044	0.00E+00
1385.995	10.00002	-112.99996	23.135	23	21.5033	33.7862	27.9405	0.3712	5.98E-01	2.26E+02	199.07	0.7504	0.1046	0.00E+00
1390.202	10.00002	-112.99996	22.133	22	21.5032	33.7863	27.9407	0.3713	5.85E-01	2.32E+02	198.777	0.7476	0.1045	0.00E+00
1403.086	10.00002	-112.99996	21.125	21	21.5025	33.786	27.9417	0.371	5.96E-01	2.45E+02	198.645	1.1326	0.019	0.00E+00
1541.554	10.00002	-112.99996	20.112	20	21.5034	33.7863	27.9395	0.373	5.53E-01	3.20E+02	198.777	4.0616	0.0009	0.00E+00
1541.315	10.00002	-112.99996	19.114	19	21.5033	33.7863	27.9395	0.3742	5.67E-01	3.27E+02	199.008	4.0325	0.0011	0.00E+00
1543.998	10.00004	-112.99996	18.104	18	21.5032	33.7863	27.9397	0.3744	5.72E-01	3.26E+02	199.079	4.0325	0.0369	0.00E+00
1547.716	10.00004	-112.99996	17.091	17	21.5033	33.7862	27.9389	0.3747	5.51E-01	3.37E+02	199.075	3.4649	0.107	0.00E+00
1548.696	10.00004	-112.99996	16.093	16	21.5034	33.7862	27.9386	0.3736	5.47E-01	3.69E+02	198.826	1.579	0.1041	0.00E+00
1550.101	10.00004	-112.99996	15.094	15	21.5031	33.7863	27.9393	0.3754	5.72E-01	4.48E+02	198.274	0.8906	0.1043	0.00E+00
1554.635	10.00004	-112.99996	14.073	14	21.5031	33.7864	27.9392	0.373	5.41E-01	4.24E+02	198.552	0.6659	0.1043	0.00E+00
1555.632	10.00004	-112.99996	13.076	13	21.5032	33.7862	27.9384	0.3735	5.34E-01	4.23E+02	198.564	0.6863	0.1044	0.00E+00
1556.959	10.00004	-112.99996	12.076	12	21.5025	33.786	27.9399	0.3746	5.44E-01	4.67E+02	198.552	0.6811	0.1045	0.00E+00
1560.018	10.00004	-112.99997	11.062	11	21.5024	33.7861	27.9401	0.3733	5.31E-01	5.06E+02	198.324	0.6743	0.1046	0.00E+00
1562.829	10.00004	-112.99998	10.055	10	21.5024	33.7861	27.9398	0.3736	5.17E-01	5.68E+02	198.869	0.6688	0.1047	0.00E+00
1564.759	10.00004	-112.99998	9.049	9	21.5029	33.786	27.938	0.3737	4.95E-01	5.77E+02	198.828	0.6664	0.1043	0.00E+00
1566.208	10.00004	-112.99997	8.057	8	21.5025	33.786	27.9387	0.374	5.09E-01	7.05E+02	198.155	0.6675	0.1044	0.00E+00
1570.012	10.00004	-112.99998	7.035	7	21.5021	33.786	27.9399	0.373	5.19E-01	6.89E+02	199.2	0.6621	0.1045	0.00E+00
1571.822	10.00004	-112.99997	6.035	6	21.502	33.786	27.94	0.3759	4.67E-01	8.42E+02	198.464	0.6612	0.1045	0.00E+00
1577.742	10.00004	-112.99996	5.033	5	21.5018	33.786	27.9405	0.3742	4.70E-01	8.48E+02	198.767	2.9081	0.0355	0.00E+00
1583.871	10.00004	-112.99996	4.025	4	21.5013	33.7863	27.9423	0.3741	5.69E-01	1.01E+03	198.538	4.0172	0.0016	0.00E+00
1591.222	10.00004	-112.99997	3.017	3	21.5008	33.7863	27.9435	0.3744	4.83E-01	1.01E+03	198.647	4.033	0.0011	0.00E+00
1593.328	10.00004	-112.99996	2.02	2	21.5007	33.7861	27.9433	0.3725	5.14E-01	1.24E+03	198.831	4.033	0.0011	0.00E+00
